case_id,crime_type_code,crime_type_description,severity_level,incident_datetime,latitude,longitude,region,district,priority,status,complainant_name,complainant_age,complainant_gender
20251030-1336,FR,Fraud,Moderate,2024-12-24 07:45:26,13.084643874431714,80.28773442227843,East,Suburban East,Medium,Cold Case,Priya Sharma,36,Female
20251030-1337,DR,Drug Related,Critical,2023-02-07 15:50:49,13.095435200876324,80.27552864858507,Central,Business District,Critical,Pending,Vijay Sharma,74,Female
20251030-1338,AS,Assault,Serious,2024-06-26 15:27:13,13.065352134153134,80.26326893295747,South,Coastal Zone,High,Pending,Raj Iyer,59,Other
20251030-1339,CY,Cybercrime,Serious,2023-10-21 05:24:44,13.117628507134595,80.29934033890488,North,Parkside,High,Reported,Kumar Sharma,68,Female
20251030-1340,VN,Vandalism,Minor,2024-10-14 18:39:38,13.068547534926314,80.1891515876111,Central,Business District,Low,Under Investigation,Raj Kumar,63,Other
20251030-1341,BR,Burglary,Serious,2024-08-23 12:05:10,13.048787241696779,80.25758873051579,West,Commercial West,High,Assigned,Meena Sharma,23,Male
20251030-1342,FR,Fraud,Moderate,2024-03-23 14:07:28,12.999468196423882,80.27243032127615,North,Northern Heights,Medium,Assigned,Vijay Sharma,32,Other
20251030-1343,DR,Drug Related,Critical,2023-05-16 23:55:36,13.077061667294418,80.24941223917244,North,Industrial Area,Critical,Reported,Raj Nair,39,Male
20251030-1344,RB,Robbery,Critical,2023-10-22 12:59:34,13.034213754778156,80.24984094201601,South,Coastal Zone,Critical,Under Investigation,Vijay Kumar,60,Male
20251030-1345,HM,Homicide,Critical,2024-12-04 12:22:20,13.039252982240688,80.27975537794384,North,Industrial Area,Critical,Under Investigation,Raj Patel,27,Other
20251030-1346,DR,Drug Related,Critical,2023-08-03 17:14:59,13.113674211800667,80.24844511275873,West,Commercial West,Critical,Closed,Vijay Patel,64,Female
20251030-1347,TH,Theft,Moderate,2023-08-02 21:02:25,13.09741109745844,80.27675393145742,South,Residential South,Medium,Under Investigation,Vijay Iyer,71,Other
20251030-1348,TH,Theft,Moderate,2023-06-24 10:07:19,13.025377458231386,80.22580538668103,North,Northern Heights,Medium,Pending,Kumar Singh,75,Female
20251030-1349,TH,Theft,Moderate,2023-09-26 07:14:04,13.103287665810042,80.30987622936632,West,Western Plains,Medium,Under Investigation,Vijay Sharma,49,Male
20251030-1350,RB,Robbery,Critical,2024-11-23 16:42:32,13.079042950646322,80.33238354142097,East,Market District,Critical,Reported,Kumar Singh,24,Male
20251030-1351,FR,Fraud,Moderate,2024-01-26 13:17:39,13.095512418438597,80.28782476640299,East,Eastern Hills,Medium,Assigned,Priya Patel,48,Male
20251030-1352,DR,Drug Related,Critical,2024-06-23 08:07:40,13.063388081606295,80.21219161874517,West,Western Plains,Critical,Assigned,Lakshmi Das,69,Female
20251030-1353,BR,Burglary,Serious,2024-09-27 19:31:43,13.091482690398912,80.28596457444132,East,Eastern Hills,High,Cold Case,Vijay Sharma,67,Other
20251030-1354,AS,Assault,Serious,2024-12-31 14:10:26,13.036571280185,80.23028440700186,South,Southern Bay,High,Under Investigation,Vijay Patel,64,Female
20251030-1355,AS,Assault,Serious,2023-10-09 20:52:02,13.090611318990243,80.28568273460677,West,University Area,High,Under Investigation,Deepa Patel,60,Other
20251030-1356,RB,Robbery,Critical,2024-12-22 06:59:13,13.10224815300106,80.28730691755987,South,Coastal Zone,Critical,Reported,Meena Das,36,Other
20251030-1357,TH,Theft,Moderate,2024-04-25 12:19:11,13.090589041899428,80.27439878406899,East,Eastern Hills,Medium,Assigned,Priya Singh,68,Female
20251030-1358,RB,Robbery,Critical,2023-06-05 17:34:06,13.112585034369866,80.2769917932602,West,Commercial West,Critical,Under Investigation,Deepa Reddy,56,Other
20251030-1359,TH,Theft,Moderate,2023-05-10 21:56:01,13.063606089364928,80.24595825753205,South,Southern Bay,Medium,Under Investigation,Raj Kumar,28,Male
20251030-1360,TH,Theft,Moderate,2024-06-04 20:35:48,13.090765701395869,80.25576813321833,East,Suburban East,Medium,Reported,Meena Das,49,Male
20251030-1361,TH,Theft,Moderate,2024-06-30 12:31:42,13.129171535421646,80.25707107930162,East,Eastern Hills,Medium,Closed,Meena Kumar,32,Male
20251030-1362,DR,Drug Related,Critical,2024-07-07 04:04:06,13.079280426371806,80.28284829742528,North,Parkside,Critical,Under Investigation,Raj Sharma,22,Female
20251030-1363,AS,Assault,Serious,2024-09-12 05:54:15,13.15866113512452,80.32096720337734,West,Western Plains,High,Assigned,Deepa Sharma,59,Other
20251030-1364,VN,Vandalism,Minor,2024-12-05 16:17:44,13.061485496792693,80.25296982570315,North,Industrial Area,Low,Under Investigation,Meena Nair,35,Female
20251030-1365,TH,Theft,Moderate,2024-06-19 07:05:30,13.102539344756371,80.30080360857409,North,Industrial Area,Medium,Pending,Vijay Sharma,26,Other
20251030-1366,VT,Vehicle Theft,Moderate,2024-12-08 16:51:49,13.076845955775624,80.24295916953996,Central,Business District,Medium,Under Investigation,Arun Iyer,26,Other
20251030-1367,DR,Drug Related,Critical,2023-05-29 15:36:25,13.150962182979212,80.20762819809312,East,Suburban East,Critical,Closed,Meena Kumar,60,Female
20251030-1368,CY,Cybercrime,Serious,2024-10-20 18:20:17,13.005008139417155,80.2539675818591,North,Northern Heights,High,Assigned,Kumar Sharma,70,Female
20251030-1369,FR,Fraud,Moderate,2023-09-12 22:52:32,13.093491060261911,80.29812545412794,South,Southern Bay,Medium,Under Investigation,Priya Patel,30,Female
20251030-1370,CY,Cybercrime,Serious,2024-10-04 12:54:26,13.066609000890237,80.24584451001355,South,Residential South,High,Closed,Deepa Singh,58,Female
20251030-1371,BR,Burglary,Serious,2024-10-27 10:27:08,13.111783163108377,80.30438504700544,East,Eastern Hills,High,Reported,Lakshmi Singh,75,Other
20251030-1372,TH,Theft,Moderate,2024-09-06 20:16:30,13.109779281297564,80.28736680864787,North,Industrial Area,Medium,Assigned,Arun Das,64,Female
20251030-1373,CY,Cybercrime,Serious,2024-03-17 19:40:48,13.033104695747296,80.23221709344628,North,Industrial Area,High,Assigned,Meena Iyer,53,Female
20251030-1374,DR,Drug Related,Critical,2024-04-06 06:56:37,13.055689390556173,80.23965936115432,South,Coastal Zone,Critical,Assigned,Kumar Nair,74,Other
20251030-1375,CY,Cybercrime,Serious,2024-11-28 20:28:12,13.105394096588824,80.30738164139622,South,Residential South,High,Under Investigation,Kumar Das,69,Male
20251030-1376,RB,Robbery,Critical,2023-11-14 20:12:55,13.04744802302438,80.25443037708439,East,Suburban East,Critical,Closed,Vijay Kumar,24,Female
20251030-1377,CY,Cybercrime,Serious,2024-06-15 19:36:45,13.133950957277936,80.36910106302089,Central,City Center,High,Under Investigation,Vijay Singh,18,Other
20251030-1378,CY,Cybercrime,Serious,2023-05-01 10:04:13,13.081323498181153,80.28705282097471,Central,Downtown,High,Under Investigation,Kumar Iyer,64,Male
20251030-1379,VN,Vandalism,Minor,2024-04-05 21:29:56,13.074658261584613,80.24765929970869,South,Southern Bay,Low,Assigned,Priya Das,29,Other
20251030-1380,FR,Fraud,Moderate,2024-11-12 19:01:42,13.045583803992603,80.21332364922061,Central,Business District,Medium,Assigned,Lakshmi Singh,59,Female
20251030-1381,VN,Vandalism,Minor,2023-09-15 23:25:29,13.125087006215889,80.25168208627224,South,Coastal Zone,Low,Assigned,Lakshmi Kumar,56,Female
20251030-1382,DR,Drug Related,Critical,2024-10-06 20:56:30,13.151416851666141,80.33194060759396,North,Parkside,Critical,Under Investigation,Meena Iyer,45,Male
20251030-1383,TH,Theft,Moderate,2024-09-28 22:30:44,13.025478837397698,80.19342560445965,East,Eastern Hills,Medium,Pending,Priya Reddy,44,Other
20251030-1384,RB,Robbery,Critical,2023-02-18 06:52:37,13.153091110069541,80.27986273483397,South,Coastal Zone,Critical,Under Investigation,Arun Kumar,19,Female
20251030-1385,HM,Homicide,Critical,2024-02-24 05:05:00,13.07257980257418,80.26359596565376,North,Parkside,Critical,Assigned,Arun Kumar,66,Female
20251030-1386,AS,Assault,Serious,2023-07-15 21:14:50,12.997927781856644,80.36225525397576,East,Eastern Hills,High,Assigned,Priya Patel,33,Female
20251030-1387,AS,Assault,Serious,2023-11-26 15:56:08,13.075958244765994,80.25375572253934,East,Market District,High,Assigned,Raj Das,27,Male
20251030-1388,TH,Theft,Moderate,2023-02-24 19:09:57,13.092743802252098,80.25628380783917,West,Western Plains,Medium,Pending,Arun Iyer,72,Other
20251030-1389,VN,Vandalism,Minor,2024-10-06 10:09:16,13.089792496582426,80.23124361886038,East,Eastern Hills,Low,Closed,Meena Kumar,69,Male
20251030-1390,VN,Vandalism,Minor,2024-02-07 01:54:56,13.065597740269231,80.28663151654744,West,University Area,Low,Closed,Deepa Patel,70,Other
20251030-1391,TH,Theft,Moderate,2024-01-14 15:28:21,13.05004240335086,80.25379002872586,West,Western Plains,Medium,Cold Case,Deepa Iyer,69,Other
20251030-1392,RB,Robbery,Critical,2024-05-30 13:31:12,13.065864050988125,80.29266788986357,East,Suburban East,Critical,Assigned,Lakshmi Kumar,75,Other
20251030-1393,DR,Drug Related,Critical,2023-12-25 17:29:01,13.106177232971323,80.26567047162428,South,Coastal Zone,Critical,Closed,Deepa Sharma,71,Other
20251030-1394,DR,Drug Related,Critical,2024-09-29 09:57:11,13.106831089316751,80.29581929016928,West,Western Plains,Critical,Under Investigation,Arun Iyer,74,Other
20251030-1395,AS,Assault,Serious,2024-04-29 13:12:42,13.047866293980668,80.23058688182998,North,Northern Heights,High,Under Investigation,Arun Nair,70,Male
20251030-1396,VN,Vandalism,Minor,2024-11-04 17:55:57,13.103084135379802,80.29509584768599,Central,Business District,Low,Under Investigation,Lakshmi Kumar,46,Female
20251030-1397,VT,Vehicle Theft,Moderate,2024-01-28 19:40:59,13.061879355920357,80.2615007805925,East,Eastern Hills,Medium,Pending,Priya Reddy,18,Male
20251030-1398,TH,Theft,Moderate,2023-01-24 07:50:36,13.074131369000504,80.23546594468858,South,Southern Bay,Medium,Assigned,Meena Iyer,20,Female
20251030-1399,BR,Burglary,Serious,2024-02-25 18:24:40,13.095711405471015,80.29456041609511,West,Commercial West,High,Under Investigation,Arun Reddy,31,Other
20251030-1400,TH,Theft,Moderate,2024-01-21 20:24:51,13.061197454529097,80.23112737646278,North,Northern Heights,Medium,Assigned,Arun Das,26,Female
20251030-1401,AS,Assault,Serious,2024-12-13 06:47:57,13.089597326756238,80.27567589527115,South,Residential South,High,Closed,Kumar Das,44,Female
20251030-1402,VT,Vehicle Theft,Moderate,2023-01-31 16:28:27,13.092651302109134,80.30040202851336,North,Industrial Area,Medium,Assigned,Meena Nair,21,Other
20251030-1403,BR,Burglary,Serious,2024-08-30 15:54:12,13.08509372114625,80.25904687031215,North,Parkside,High,Pending,Raj Das,51,Male
20251030-1404,HM,Homicide,Critical,2024-12-16 15:20:19,13.000235326102597,80.31387794802971,East,Eastern Hills,Critical,Assigned,Deepa Nair,31,Other
20251030-1405,VT,Vehicle Theft,Moderate,2023-06-03 07:17:31,13.079339433496498,80.3313136677821,East,Suburban East,Medium,Closed,Meena Patel,23,Male
20251030-1406,FR,Fraud,Moderate,2024-01-09 07:17:25,13.090179168301248,80.24416964507098,West,Commercial West,Medium,Under Investigation,Arun Reddy,75,Male
20251030-1407,AS,Assault,Serious,2024-12-26 21:10:09,13.11230632500335,80.29220617407195,South,Coastal Zone,High,Closed,Arun Singh,44,Male
20251030-1408,FR,Fraud,Moderate,2024-08-22 21:49:54,13.08424896809184,80.24927140480196,North,Parkside,Medium,Closed,Meena Reddy,57,Other
20251030-1409,VN,Vandalism,Minor,2024-03-26 12:54:24,13.05655085430919,80.21357696995416,East,Suburban East,Low,Under Investigation,Vijay Das,65,Female
20251030-1410,VN,Vandalism,Minor,2023-04-21 20:19:29,13.082829533925848,80.24409623603923,South,Residential South,Low,Assigned,Lakshmi Sharma,21,Other
20251030-1411,DR,Drug Related,Critical,2024-01-19 08:55:01,13.085898744255841,80.2346316204527,Central,City Center,Critical,Pending,Lakshmi Das,58,Female
20251030-1412,HM,Homicide,Critical,2024-06-27 21:45:10,13.15692128533752,80.27879625693498,West,University Area,Critical,Under Investigation,Arun Kumar,27,Male
20251030-1413,VT,Vehicle Theft,Moderate,2023-08-27 18:35:12,13.08544579345568,80.29534382461397,South,Coastal Zone,Medium,Under Investigation,Vijay Kumar,66,Female
20251030-1414,AS,Assault,Serious,2024-08-23 07:19:46,13.029358739354644,80.2206562645446,Central,Downtown,High,Closed,Lakshmi Nair,47,Female
20251030-1415,VT,Vehicle Theft,Moderate,2024-04-05 05:35:27,13.128954480229137,80.19774702396377,Central,City Center,Medium,Pending,Kumar Nair,61,Female
20251030-1416,FR,Fraud,Moderate,2023-05-03 17:31:04,13.026528364995771,80.22769893088073,North,Industrial Area,Medium,Under Investigation,Kumar Singh,29,Male
20251030-1417,AS,Assault,Serious,2023-11-02 07:35:34,13.023120108413385,80.25773083274348,Central,Downtown,High,Under Investigation,Vijay Reddy,50,Male
20251030-1418,TH,Theft,Moderate,2024-12-25 15:43:18,13.041386045930826,80.23901609321126,Central,Downtown,Medium,Assigned,Vijay Reddy,52,Female
20251030-1419,HM,Homicide,Critical,2023-03-24 04:10:31,13.069678264084198,80.2882614783038,East,Suburban East,Critical,Assigned,Raj Reddy,71,Female
20251030-1420,VT,Vehicle Theft,Moderate,2023-08-07 21:13:22,13.09057881263292,80.29256979625052,Central,Downtown,Medium,Under Investigation,Raj Nair,42,Female
20251030-1421,DR,Drug Related,Critical,2024-06-03 13:49:45,13.063218212563273,80.2719120806963,West,Commercial West,Critical,Closed,Kumar Patel,20,Other
20251030-1422,AS,Assault,Serious,2023-02-27 08:03:51,13.077254872273334,80.251525337466,Central,City Center,High,Under Investigation,Meena Singh,37,Female
20251030-1423,FR,Fraud,Moderate,2023-02-28 22:31:07,13.088573717740395,80.30348237207639,North,Northern Heights,Medium,Pending,Priya Sharma,71,Male
20251030-1424,HM,Homicide,Critical,2024-02-13 21:56:36,13.111847841826595,80.28590003188026,Central,Business District,Critical,Reported,Raj Singh,24,Other
20251030-1425,VT,Vehicle Theft,Moderate,2023-07-12 18:29:07,13.0505870566662,80.26711796510224,South,Coastal Zone,Medium,Pending,Raj Iyer,41,Female
20251030-1426,DR,Drug Related,Critical,2024-08-30 14:51:03,13.063562092375912,80.2451262086286,South,Southern Bay,Critical,Under Investigation,Deepa Das,22,Female
20251030-1427,VT,Vehicle Theft,Moderate,2023-09-12 20:32:18,13.034244960994512,80.2527280762408,North,Parkside,Medium,Assigned,Lakshmi Singh,18,Other
20251030-1428,TH,Theft,Moderate,2024-01-24 06:15:52,13.09059424085093,80.23040061554758,East,Eastern Hills,Medium,Reported,Meena Nair,48,Other
20251030-1429,HM,Homicide,Critical,2023-08-28 07:02:51,13.074328738974692,80.27842196025024,South,Residential South,Critical,Pending,Meena Sharma,43,Other
20251030-1430,TH,Theft,Moderate,2023-07-04 19:25:21,13.055582174171795,80.24214884842326,North,Industrial Area,Medium,Under Investigation,Kumar Singh,73,Other
20251030-1431,CY,Cybercrime,Serious,2023-10-04 22:20:02,13.11309920466481,80.28450477314738,West,Commercial West,High,Assigned,Arun Iyer,42,Male
20251030-1432,RB,Robbery,Critical,2023-04-13 10:24:32,13.101697619415255,80.29189799062381,East,Market District,Critical,Pending,Lakshmi Singh,40,Female
20251030-1433,FR,Fraud,Moderate,2024-01-22 05:27:27,13.090529975217098,80.2879134305808,South,Residential South,Medium,Under Investigation,Meena Das,35,Female
20251030-1434,AS,Assault,Serious,2023-09-30 09:03:41,13.024746242269572,80.2297640438659,West,Western Plains,High,Reported,Kumar Patel,72,Male
20251030-1435,VT,Vehicle Theft,Moderate,2023-09-08 18:40:02,13.075792712882425,80.27350087827298,South,Residential South,Medium,Under Investigation,Kumar Reddy,54,Female
20251030-1436,AS,Assault,Serious,2023-10-02 17:23:03,13.020316504665063,80.24616062303771,Central,Downtown,High,Pending,Deepa Kumar,58,Other
20251030-1437,CY,Cybercrime,Serious,2023-02-06 14:10:44,13.057792704423502,80.247831791565,West,Commercial West,High,Reported,Raj Kumar,31,Female
20251030-1438,FR,Fraud,Moderate,2024-11-07 08:26:21,13.046727878417766,80.26649224449125,North,Northern Heights,Medium,Pending,Lakshmi Das,59,Male
20251030-1439,DR,Drug Related,Critical,2023-04-08 19:35:30,13.095155695404056,80.30768088966032,South,Southern Bay,Critical,Under Investigation,Vijay Reddy,59,Male
20251030-1440,FR,Fraud,Moderate,2024-05-21 18:53:41,13.150664338241462,80.20818233840819,East,Market District,Medium,Pending,Deepa Iyer,30,Male
20251030-1441,VN,Vandalism,Minor,2024-11-02 16:42:17,13.084317659498666,80.29272222337701,East,Eastern Hills,Low,Assigned,Arun Das,56,Female
20251030-1442,DR,Drug Related,Critical,2024-10-17 08:17:47,13.08899231973441,80.25308438976741,East,Suburban East,Critical,Reported,Kumar Iyer,31,Other
20251030-1443,RB,Robbery,Critical,2023-03-14 21:36:28,13.014251536711717,80.17846677747303,North,Industrial Area,Critical,Assigned,Raj Iyer,19,Male
20251030-1444,DR,Drug Related,Critical,2023-03-18 13:12:34,13.06767178008244,80.27540348098222,East,Suburban East,Critical,Reported,Arun Reddy,19,Other
20251030-1445,VT,Vehicle Theft,Moderate,2023-11-11 13:10:39,13.103548974389428,80.28515505900718,East,Market District,Medium,Pending,Priya Reddy,74,Other
20251030-1446,RB,Robbery,Critical,2023-06-22 07:43:50,13.108828003173146,80.28877138049846,North,Industrial Area,Critical,Closed,Vijay Patel,25,Male
20251030-1447,AS,Assault,Serious,2024-07-12 08:11:04,13.10368108518097,80.3009254071585,North,Industrial Area,High,Assigned,Arun Singh,50,Male
20251030-1448,CY,Cybercrime,Serious,2023-01-19 22:36:43,13.059465684949542,80.2330986793033,North,Northern Heights,High,Under Investigation,Lakshmi Kumar,46,Male
20251030-1449,RB,Robbery,Critical,2024-08-16 08:56:29,13.064514455835441,80.32651302851177,South,Residential South,Critical,Under Investigation,Priya Patel,60,Other
20251030-1450,VN,Vandalism,Minor,2023-02-27 15:08:48,13.05197901404259,80.29116268848233,East,Suburban East,Low,Closed,Arun Patel,23,Other
20251030-1451,FR,Fraud,Moderate,2023-08-26 21:17:19,13.074143875018562,80.30486872962243,East,Suburban East,Medium,Under Investigation,Vijay Nair,69,Female
20251030-1452,VN,Vandalism,Minor,2023-04-28 12:34:57,13.081092879095632,80.28729203002068,Central,Downtown,Low,Cold Case,Deepa Das,48,Male
20251030-1453,VT,Vehicle Theft,Moderate,2024-12-02 22:14:35,13.0636190775841,80.19232218327313,Central,Business District,Medium,Closed,Vijay Kumar,37,Male
20251030-1454,CY,Cybercrime,Serious,2024-04-01 18:12:27,13.065479216700767,80.27923306325182,South,Residential South,High,Pending,Meena Das,18,Male
20251030-1455,BR,Burglary,Serious,2023-04-30 19:52:32,13.107635584834835,80.29448376287297,Central,Downtown,High,Under Investigation,Arun Singh,64,Female
20251030-1456,VN,Vandalism,Minor,2024-05-23 17:14:41,13.0477659656312,80.34114335338955,East,Eastern Hills,Low,Pending,Deepa Patel,58,Male
20251030-1457,RB,Robbery,Critical,2023-05-03 17:31:45,13.079359656674287,80.28677446207976,Central,Downtown,Critical,Pending,Vijay Kumar,67,Other
20251030-1458,TH,Theft,Moderate,2024-11-11 17:39:09,13.036840222408646,80.3179242719394,South,Coastal Zone,Medium,Assigned,Lakshmi Sharma,50,Male
20251030-1459,TH,Theft,Moderate,2024-01-15 13:16:16,12.998872416167853,80.2787892713004,North,Northern Heights,Medium,Closed,Vijay Nair,18,Female
20251030-1460,TH,Theft,Moderate,2023-06-30 12:58:03,13.128242308370394,80.30657333061878,North,Industrial Area,Medium,Assigned,Priya Sharma,36,Other
20251030-1461,AS,Assault,Serious,2024-05-03 20:32:04,13.103745382305096,80.26544474052123,South,Southern Bay,High,Under Investigation,Lakshmi Sharma,50,Other
20251030-1462,DR,Drug Related,Critical,2023-05-13 21:42:39,13.124693621275052,80.22773627378665,West,Commercial West,Critical,Pending,Deepa Reddy,54,Male
20251030-1463,HM,Homicide,Critical,2023-12-06 10:44:16,13.06099491222301,80.27909646329677,South,Coastal Zone,Critical,Assigned,Kumar Patel,65,Male
20251030-1464,CY,Cybercrime,Serious,2024-11-16 16:39:31,13.07403682168669,80.2154213234703,North,Parkside,High,Under Investigation,Raj Sharma,22,Female
20251030-1465,CY,Cybercrime,Serious,2024-01-10 17:14:16,13.053861497782284,80.24044298500795,South,Residential South,High,Closed,Vijay Kumar,73,Female
20251030-1466,CY,Cybercrime,Serious,2023-12-02 16:54:48,13.04946829737379,80.23668391533957,South,Coastal Zone,High,Cold Case,Meena Sharma,30,Other
20251030-1467,CY,Cybercrime,Serious,2023-09-11 20:39:54,13.096472789756152,80.30560113352406,South,Coastal Zone,High,Pending,Kumar Nair,56,Female
20251030-1468,HM,Homicide,Critical,2023-09-15 19:40:22,13.04434722379941,80.2708874125835,West,Western Plains,Critical,Closed,Priya Iyer,34,Female
20251030-1469,TH,Theft,Moderate,2024-01-22 21:19:42,13.03114510241343,80.26219190688117,West,Western Plains,Medium,Closed,Kumar Iyer,51,Male
20251030-1470,AS,Assault,Serious,2023-03-31 18:03:43,13.07198781252902,80.28320826196946,Central,Downtown,High,Cold Case,Priya Kumar,24,Male
20251030-1471,DR,Drug Related,Critical,2024-01-28 20:25:00,13.094375207486694,80.25792913086316,East,Market District,Critical,Pending,Raj Reddy,32,Male
20251030-1472,FR,Fraud,Moderate,2024-02-14 03:43:12,13.054358599213892,80.24295292724663,North,Industrial Area,Medium,Under Investigation,Arun Sharma,57,Female
20251030-1473,VT,Vehicle Theft,Moderate,2024-07-17 05:01:11,13.058707387695168,80.23309695914011,East,Market District,Medium,Closed,Meena Das,59,Female
20251030-1474,RB,Robbery,Critical,2023-11-27 10:31:22,13.101020232830775,80.33595390006386,Central,Business District,Critical,Pending,Deepa Sharma,52,Other
20251030-1475,DR,Drug Related,Critical,2023-11-12 09:31:02,13.052537281520882,80.24572748328276,East,Eastern Hills,Critical,Under Investigation,Kumar Sharma,71,Female
20251030-1476,RB,Robbery,Critical,2024-06-04 21:29:01,13.096877990004124,80.26829060556933,West,University Area,Critical,Under Investigation,Vijay Reddy,52,Male
20251030-1477,DR,Drug Related,Critical,2024-02-01 15:57:33,13.099432653812244,80.31554546839237,Central,Downtown,Critical,Closed,Arun Reddy,31,Male
20251030-1478,HM,Homicide,Critical,2024-09-10 12:55:28,13.07538896389206,80.18692983527015,Central,City Center,Critical,Pending,Raj Reddy,44,Female
20251030-1479,AS,Assault,Serious,2024-01-12 00:10:16,13.016268137711192,80.25821417954636,East,Suburban East,High,Assigned,Deepa Singh,69,Male
20251030-1480,DR,Drug Related,Critical,2023-07-01 19:34:16,13.038381962693009,80.25058457662526,Central,Business District,Critical,Pending,Arun Sharma,25,Female
20251030-1481,RB,Robbery,Critical,2023-08-18 07:00:17,13.077740447881526,80.23383613310538,Central,City Center,Critical,Reported,Arun Das,67,Male
20251030-1482,DR,Drug Related,Critical,2023-01-11 04:13:48,13.059563814880928,80.32577595375031,West,Commercial West,Critical,Assigned,Lakshmi Patel,53,Female
20251030-1483,CY,Cybercrime,Serious,2023-12-12 11:08:21,13.107515054715249,80.2845681637644,East,Market District,High,Closed,Kumar Das,40,Other
20251030-1484,AS,Assault,Serious,2023-10-10 17:10:52,13.086809401442512,80.29989164021582,South,Residential South,High,Assigned,Raj Sharma,55,Female
20251030-1485,HM,Homicide,Critical,2023-02-13 16:07:27,13.048537542353356,80.27183917441162,West,Commercial West,Critical,Assigned,Raj Das,68,Male
20251030-1486,TH,Theft,Moderate,2023-01-15 17:54:59,13.091371477066259,80.2752672728596,South,Coastal Zone,Medium,Assigned,Deepa Reddy,64,Other
20251030-1487,AS,Assault,Serious,2023-10-30 15:12:41,13.095581495786973,80.2610224799755,South,Southern Bay,High,Under Investigation,Arun Patel,69,Other
20251030-1488,VN,Vandalism,Minor,2023-01-26 19:02:12,13.051890854461812,80.24661981493949,West,Commercial West,Low,Cold Case,Priya Nair,23,Male
20251030-1489,FR,Fraud,Moderate,2024-06-05 15:45:55,13.086189630466937,80.30627010756314,West,Commercial West,Medium,Under Investigation,Arun Nair,29,Male
20251030-1490,AS,Assault,Serious,2023-06-17 15:12:09,13.090303919744048,80.25356285544949,North,Northern Heights,High,Closed,Priya Kumar,59,Female
20251030-1491,VT,Vehicle Theft,Moderate,2024-09-04 18:26:57,13.09777497360502,80.26739744360043,North,Northern Heights,Medium,Reported,Kumar Das,23,Male
20251030-1492,HM,Homicide,Critical,2024-04-17 06:20:44,13.079282192925385,80.28866572115473,South,Southern Bay,Critical,Under Investigation,Kumar Patel,46,Other
20251030-1493,AS,Assault,Serious,2023-03-03 09:33:02,13.118266517612453,80.28979138462437,South,Coastal Zone,High,Under Investigation,Vijay Singh,18,Male
20251030-1494,CY,Cybercrime,Serious,2023-06-08 05:08:23,13.1055735442309,80.3071743280124,East,Eastern Hills,High,Under Investigation,Deepa Reddy,72,Other
20251030-1495,VT,Vehicle Theft,Moderate,2024-06-11 13:04:17,13.007659537892716,80.2032882228636,West,Commercial West,Medium,Under Investigation,Vijay Das,27,Female
20251030-1496,HM,Homicide,Critical,2024-07-17 12:56:30,13.092039239818977,80.27091773724267,West,Western Plains,Critical,Assigned,Vijay Iyer,48,Male
20251030-1497,VT,Vehicle Theft,Moderate,2024-01-03 12:36:37,13.079667888701822,80.19172290248467,East,Eastern Hills,Medium,Pending,Meena Singh,31,Male
20251030-1498,FR,Fraud,Moderate,2023-11-03 11:10:21,13.167048395259485,80.29196474214156,North,Industrial Area,Medium,Assigned,Lakshmi Patel,49,Female
20251030-1499,CY,Cybercrime,Serious,2024-05-10 22:05:09,13.101955937522224,80.23529056375212,North,Industrial Area,High,Assigned,Deepa Patel,19,Female
20251030-1500,FR,Fraud,Moderate,2024-07-05 12:35:23,13.053737553834905,80.25309930892936,North,Parkside,Medium,Closed,Lakshmi Reddy,55,Female
20251030-1501,TH,Theft,Moderate,2024-02-26 11:19:16,13.040500203400343,80.26653498642106,North,Industrial Area,Medium,Cold Case,Meena Das,68,Male
20251030-1502,HM,Homicide,Critical,2024-01-02 10:57:28,13.042450695929919,80.25500300200366,South,Residential South,Critical,Under Investigation,Lakshmi Sharma,63,Female
20251030-1503,TH,Theft,Moderate,2024-04-01 20:19:58,13.012070686756218,80.17965507269321,East,Market District,Medium,Assigned,Priya Nair,57,Female
20251030-1504,CY,Cybercrime,Serious,2023-07-09 09:26:29,13.02653667527073,80.24454738299391,East,Eastern Hills,High,Reported,Kumar Nair,43,Other
20251030-1505,FR,Fraud,Moderate,2024-08-26 06:57:29,13.068101920736238,80.24704525605718,Central,Business District,Medium,Reported,Vijay Reddy,19,Other
20251030-1506,VN,Vandalism,Minor,2024-05-01 17:03:41,13.094089723178454,80.26123414759242,South,Coastal Zone,Low,Assigned,Vijay Patel,38,Other
20251030-1507,CY,Cybercrime,Serious,2024-07-20 04:17:45,13.10115111986135,80.30301526513448,Central,Business District,High,Under Investigation,Lakshmi Nair,72,Female
20251030-1508,BR,Burglary,Serious,2023-06-30 13:39:50,13.10276212335498,80.28221983696609,North,Parkside,High,Under Investigation,Vijay Iyer,58,Other
20251030-1509,AS,Assault,Serious,2024-07-26 17:39:53,13.048025014806644,80.24701583954517,West,Western Plains,High,Closed,Priya Sharma,44,Other
20251030-1510,RB,Robbery,Critical,2024-01-08 17:48:17,13.040877433151765,80.26655320988215,Central,Business District,Critical,Under Investigation,Meena Singh,33,Other
20251030-1511,VT,Vehicle Theft,Moderate,2024-05-07 08:18:32,13.094840650754286,80.30926847568591,West,University Area,Medium,Pending,Priya Kumar,49,Other
