case_id,name,age,status
20251030-0774,Suspect 237,27,Arrested
20251030-0774,Suspect 689,35,Wanted
20251030-0774,Suspect 733,20,Arrested
20251030-0777,Suspect 600,39,Wanted
20251030-0777,Suspect 883,63,Suspect
20251030-0777,Suspect 586,44,Arrested
20251030-0778,Suspect 597,44,Person of Interest
20251030-0778,Suspect 930,25,Wanted
20251030-0778,Suspect 324,43,Suspect
20251030-0781,Suspect 544,46,Suspect
20251030-0781,Suspect 363,43,Wanted
20251030-0781,Suspect 571,60,Wanted
20251030-0784,Suspect 969,26,Person of Interest
20251030-0784,Suspect 162,22,Suspect
20251030-0784,Suspect 378,43,Person of Interest
20251030-0786,Suspect 618,19,Suspect
20251030-0787,Suspect 656,56,Arrested
20251030-0790,Suspect 964,46,Suspect
20251030-0790,Suspect 467,51,Wanted
20251030-0791,Suspect 4,58,Arrested
20251030-0791,Suspect 282,39,Person of Interest
20251030-0795,Suspect 505,62,Person of Interest
20251030-0795,Suspect 782,33,Wanted
20251030-0795,Suspect 63,65,Arrested
20251030-0796,Suspect 406,54,Wanted
20251030-0796,Suspect 59,39,Person of Interest
20251030-0796,Suspect 839,29,Wanted
20251030-0798,Suspect 965,40,Suspect
20251030-0798,Suspect 825,62,Arrested
20251030-0801,Suspect 119,50,Person of Interest
20251030-0803,Suspect 131,30,Person of Interest
20251030-0805,Suspect 542,20,Arrested
20251030-0805,Suspect 157,22,Wanted
20251030-0805,Suspect 337,63,Arrested
20251030-0806,Suspect 21,59,Person of Interest
20251030-0806,Suspect 416,53,Suspect
20251030-0806,Suspect 478,37,Wanted
20251030-0808,Suspect 905,33,Wanted
20251030-0808,Suspect 34,53,Wanted
20251030-0808,Suspect 763,30,Wanted
20251030-0811,Suspect 542,63,Wanted
20251030-0811,Suspect 386,20,Person of Interest
20251030-0812,Suspect 365,60,Person of Interest
20251030-0813,Suspect 637,56,Arrested
20251030-0814,Suspect 668,27,Suspect
20251030-0814,Suspect 87,21,Arrested
20251030-0815,Suspect 252,63,Wanted
20251030-0820,Suspect 719,31,Person of Interest
20251030-0823,Suspect 726,28,Arrested
20251030-0823,Suspect 84,60,Arrested
20251030-0824,Suspect 378,34,Wanted
20251030-0825,Suspect 168,58,Wanted
20251030-0825,Suspect 957,28,Wanted
20251030-0827,Suspect 896,22,Person of Interest
20251030-0827,Suspect 579,23,Suspect
20251030-0827,Suspect 406,26,Arrested
20251030-0828,Suspect 774,19,Arrested
20251030-0828,Suspect 848,57,Person of Interest
20251030-0831,Suspect 485,29,Suspect
20251030-0831,Suspect 522,43,Wanted
20251030-0833,Suspect 535,18,Person of Interest
20251030-0833,Suspect 594,25,Wanted
20251030-0833,Suspect 229,29,Wanted
20251030-0834,Suspect 562,50,Arrested
20251030-0842,Suspect 527,62,Suspect
20251030-0843,Suspect 164,59,Wanted
20251030-0843,Suspect 453,58,Suspect
20251030-0846,Suspect 668,62,Wanted
20251030-0846,Suspect 254,60,Wanted
20251030-0846,Suspect 9,18,Suspect
20251030-0850,Suspect 340,39,Suspect
20251030-0852,Suspect 93,43,Wanted
20251030-0852,Suspect 782,31,Arrested
20251030-0852,Suspect 307,43,Suspect
20251030-0854,Suspect 104,41,Wanted
20251030-0854,Suspect 926,42,Suspect
20251030-0854,Suspect 35,44,Suspect
20251030-0855,Suspect 246,44,Person of Interest
20251030-0855,Suspect 157,49,Person of Interest
20251030-0855,Suspect 586,49,Arrested
20251030-0858,Suspect 806,25,Suspect
20251030-0858,Suspect 195,60,Wanted
20251030-0858,Suspect 933,36,Person of Interest
20251030-0861,Suspect 299,24,Person of Interest
20251030-0861,Suspect 700,39,Arrested
20251030-0864,Suspect 885,61,Suspect
20251030-0864,Suspect 157,28,Suspect
20251030-0864,Suspect 589,31,Suspect
20251030-0865,Suspect 740,59,Suspect
20251030-0869,Suspect 814,44,Suspect
20251030-0869,Suspect 930,57,Person of Interest
20251030-0869,Suspect 943,56,Person of Interest
20251030-0870,Suspect 904,25,Person of Interest
20251030-0873,Suspect 799,58,Suspect
20251030-0873,Suspect 851,35,Suspect
20251030-0875,Suspect 144,38,Person of Interest
20251030-0875,Suspect 554,58,Person of Interest
20251030-0876,Suspect 989,58,Person of Interest
20251030-0878,Suspect 522,40,Suspect
20251030-0880,Suspect 806,52,Wanted
20251030-0880,Suspect 66,34,Wanted
20251030-0881,Suspect 776,31,Suspect
20251030-0881,Suspect 765,48,Suspect
20251030-0881,Suspect 36,57,Suspect
20251030-0883,Suspect 247,37,Person of Interest
20251030-0883,Suspect 370,54,Suspect
20251030-0883,Suspect 540,45,Arrested
20251030-0884,Suspect 665,65,Person of Interest
20251030-0884,Suspect 89,61,Suspect
20251030-0886,Suspect 967,60,Wanted
20251030-0888,Suspect 817,64,Arrested
20251030-0888,Suspect 165,29,Wanted
20251030-0888,Suspect 673,31,Arrested
20251030-0890,Suspect 199,41,Suspect
20251030-0890,Suspect 156,56,Arrested
20251030-0890,Suspect 756,63,Wanted
20251030-0894,Suspect 345,62,Person of Interest
20251030-0894,Suspect 922,36,Person of Interest
20251030-0896,Suspect 484,36,Wanted
20251030-0896,Suspect 470,35,Arrested
20251030-0896,Suspect 614,20,Suspect
20251030-0897,Suspect 453,29,Wanted
20251030-0897,Suspect 724,64,Arrested
20251030-0898,Suspect 41,33,Suspect
20251030-0898,Suspect 828,33,Arrested
20251030-0900,Suspect 900,20,Arrested
20251030-0901,Suspect 723,43,Person of Interest
20251030-0901,Suspect 424,19,Suspect
20251030-0901,Suspect 961,21,Person of Interest
20251030-0906,Suspect 456,46,Person of Interest
20251030-0909,Suspect 842,54,Arrested
20251030-0921,Suspect 949,34,Suspect
20251030-0921,Suspect 375,64,Person of Interest
20251030-0921,Suspect 795,54,Person of Interest
20251030-0924,Suspect 882,64,Person of Interest
20251030-0924,Suspect 318,43,Suspect
20251030-0924,Suspect 1,35,Suspect
20251030-0928,Suspect 774,20,Wanted
20251030-0928,Suspect 545,44,Person of Interest
20251030-0930,Suspect 701,65,Suspect
20251030-0930,Suspect 721,51,Person of Interest
20251030-0930,Suspect 90,32,Arrested
20251030-0932,Suspect 414,19,Person of Interest
20251030-0932,Suspect 652,18,Suspect
20251030-0932,Suspect 816,19,Suspect
20251030-0934,Suspect 429,64,Person of Interest
20251030-0935,Suspect 50,46,Wanted
20251030-0935,Suspect 950,32,Person of Interest
20251030-0937,Suspect 856,55,Suspect
20251030-0941,Suspect 395,25,Arrested
20251030-0943,Suspect 428,54,Person of Interest
20251030-0948,Suspect 93,23,Person of Interest
20251030-0949,Suspect 283,46,Suspect
20251030-0949,Suspect 337,50,Suspect
20251030-0950,Suspect 282,63,Arrested
20251030-0952,Suspect 784,53,Arrested
20251030-0956,Suspect 813,44,Suspect
20251030-0956,Suspect 317,27,Arrested
20251030-0956,Suspect 297,57,Wanted
20251030-0960,Suspect 402,26,Arrested
20251030-0962,Suspect 23,19,Suspect
20251030-0962,Suspect 527,27,Arrested
20251030-0963,Suspect 378,60,Wanted
20251030-0964,Suspect 279,41,Suspect
20251030-0964,Suspect 423,44,Arrested
20251030-0966,Suspect 942,21,Wanted
20251030-0966,Suspect 786,27,Suspect
20251030-0966,Suspect 871,33,Wanted
20251030-0967,Suspect 218,18,Wanted
20251030-0968,Suspect 45,51,Suspect
20251030-0968,Suspect 626,47,Wanted
20251030-0971,Suspect 16,31,Person of Interest
20251030-0972,Suspect 276,53,Arrested
20251030-0972,Suspect 996,23,Wanted
20251030-0976,Suspect 91,25,Suspect
20251030-0978,Suspect 164,47,Suspect
20251030-0978,Suspect 239,31,Person of Interest
20251030-0980,Suspect 990,54,Suspect
20251030-0980,Suspect 760,57,Wanted
20251030-0981,Suspect 433,56,Wanted
20251030-0981,Suspect 736,64,Person of Interest
20251030-0981,Suspect 241,18,Wanted
20251030-0982,Suspect 372,55,Suspect
20251030-0982,Suspect 105,18,Arrested
20251030-0982,Suspect 624,39,Person of Interest
20251030-0983,Suspect 5,19,Arrested
20251030-0984,Suspect 192,49,Arrested
20251030-0984,Suspect 518,62,Arrested
20251030-0987,Suspect 293,25,Suspect
20251030-0987,Suspect 352,20,Wanted
20251030-0990,Suspect 789,51,Arrested
20251030-0990,Suspect 359,19,Arrested
20251030-0993,Suspect 80,45,Arrested
20251030-0993,Suspect 585,46,Person of Interest
20251030-0993,Suspect 804,58,Suspect
20251030-0995,Suspect 750,28,Wanted
20251030-0995,Suspect 446,41,Suspect
20251030-0995,Suspect 724,48,Wanted
20251030-0997,Suspect 591,33,Wanted
20251030-0997,Suspect 876,37,Wanted
20251030-0998,Suspect 409,39,Person of Interest
20251030-0998,Suspect 497,47,Arrested
20251030-0998,Suspect 919,33,Suspect
20251030-1004,Suspect 354,25,Wanted
20251030-1005,Suspect 262,34,Wanted
20251030-1005,Suspect 430,49,Wanted
20251030-1009,Suspect 475,55,Wanted
20251030-1009,Suspect 957,56,Arrested
20251030-1009,Suspect 511,27,Wanted
20251030-1011,Suspect 666,19,Arrested
20251030-1012,Suspect 217,40,Arrested
20251030-1013,Suspect 342,44,Wanted
20251030-1013,Suspect 83,54,Suspect
20251030-1017,Suspect 142,37,Person of Interest
20251030-1017,Suspect 156,34,Person of Interest
20251030-1020,Suspect 815,28,Person of Interest
20251030-1023,Suspect 536,25,Suspect
20251030-1025,Suspect 677,29,Person of Interest
20251030-1025,Suspect 654,33,Arrested
20251030-1027,Suspect 767,23,Arrested
20251030-1030,Suspect 859,26,Suspect
20251030-1030,Suspect 59,46,Suspect
20251030-1032,Suspect 807,27,Arrested
20251030-1032,Suspect 495,32,Suspect
20251030-1033,Suspect 718,43,Suspect
20251030-1033,Suspect 619,30,Suspect
20251030-1033,Suspect 784,47,Wanted
20251030-1037,Suspect 608,42,Wanted
20251030-1038,Suspect 119,59,Person of Interest
20251030-1038,Suspect 399,20,Wanted
20251030-1038,Suspect 169,53,Suspect
20251030-1047,Suspect 257,27,Wanted
20251030-1047,Suspect 384,64,Arrested
20251030-1047,Suspect 817,22,Person of Interest
20251030-1048,Suspect 759,42,Wanted
20251030-1052,Suspect 696,32,Wanted
20251030-1052,Suspect 323,28,Arrested
20251030-1053,Suspect 134,51,Arrested
20251030-1053,Suspect 457,22,Arrested
20251030-1054,Suspect 98,24,Person of Interest
20251030-1054,Suspect 914,46,Suspect
20251030-1054,Suspect 78,43,Suspect
20251030-1055,Suspect 587,23,Suspect
20251030-1055,Suspect 243,64,Arrested
20251030-1055,Suspect 795,32,Person of Interest
20251030-1057,Suspect 849,33,Person of Interest
20251030-1057,Suspect 747,38,Suspect
20251030-1057,Suspect 136,50,Wanted
20251030-1059,Suspect 622,43,Suspect
20251030-1059,Suspect 437,48,Person of Interest
20251030-1060,Suspect 651,62,Person of Interest
20251030-1061,Suspect 273,43,Wanted
20251030-1065,Suspect 549,31,Arrested
20251030-1065,Suspect 448,62,Wanted
20251030-1065,Suspect 837,32,Arrested
20251030-1068,Suspect 72,65,Suspect
20251030-1068,Suspect 737,54,Suspect
20251030-1068,Suspect 332,61,Arrested
20251030-1070,Suspect 769,29,Wanted
20251030-1072,Suspect 969,40,Arrested
20251030-1072,Suspect 696,36,Wanted
20251030-1073,Suspect 429,20,Arrested
20251030-1073,Suspect 920,28,Arrested
20251030-1073,Suspect 368,41,Suspect
20251030-1074,Suspect 547,28,Suspect
20251030-1074,Suspect 714,36,Suspect
20251030-1074,Suspect 381,23,Wanted
20251030-1075,Suspect 72,44,Arrested
20251030-1075,Suspect 874,56,Person of Interest
20251030-1080,Suspect 714,54,Person of Interest
20251030-1080,Suspect 987,29,Arrested
20251030-1080,Suspect 252,39,Arrested
20251030-1085,Suspect 99,25,Arrested
20251030-1085,Suspect 817,46,Suspect
20251030-1085,Suspect 561,33,Suspect
20251030-1088,Suspect 937,59,Arrested
20251030-1088,Suspect 239,33,Wanted
20251030-1088,Suspect 301,34,Person of Interest
20251030-1093,Suspect 984,48,Suspect
20251030-1096,Suspect 113,59,Person of Interest
20251030-1103,Suspect 150,44,Person of Interest
20251030-1103,Suspect 681,19,Wanted
20251030-1105,Suspect 968,50,Person of Interest
20251030-1107,Suspect 763,62,Person of Interest
20251030-1107,Suspect 786,59,Wanted
20251030-1107,Suspect 802,36,Arrested
20251030-1113,Suspect 754,65,Arrested
20251030-1115,Suspect 655,24,Arrested
20251030-1115,Suspect 923,44,Wanted
20251030-1117,Suspect 291,21,Arrested
20251030-1117,Suspect 955,31,Person of Interest
20251030-1117,Suspect 861,49,Suspect
20251030-1120,Suspect 655,55,Person of Interest
20251030-1120,Suspect 173,55,Person of Interest
20251030-1120,Suspect 587,38,Arrested
20251030-1121,Suspect 789,26,Arrested
20251030-1121,Suspect 354,58,Wanted
20251030-1121,Suspect 579,64,Wanted
20251030-1124,Suspect 217,27,Arrested
20251030-1124,Suspect 899,44,Person of Interest
20251030-1125,Suspect 874,57,Suspect
20251030-1126,Suspect 132,40,Wanted
20251030-1126,Suspect 330,41,Person of Interest
20251030-1126,Suspect 434,52,Suspect
20251030-1129,Suspect 543,23,Wanted
20251030-1129,Suspect 875,64,Wanted
20251030-1132,Suspect 284,49,Wanted
20251030-1134,Suspect 378,22,Suspect
20251030-1135,Suspect 892,50,Wanted
20251030-1135,Suspect 561,21,Suspect
20251030-1135,Suspect 83,44,Suspect
20251030-1137,Suspect 988,52,Suspect
20251030-1137,Suspect 675,58,Suspect
20251030-1137,Suspect 755,25,Person of Interest
20251030-1139,Suspect 837,24,Wanted
20251030-1139,Suspect 604,20,Wanted
20251030-1139,Suspect 473,34,Suspect
20251030-1146,Suspect 795,57,Person of Interest
20251030-1146,Suspect 344,46,Arrested
20251030-1146,Suspect 757,51,Wanted
20251030-1148,Suspect 822,65,Arrested
20251030-1156,Suspect 183,18,Arrested
20251030-1156,Suspect 951,60,Wanted
20251030-1156,Suspect 98,23,Person of Interest
20251030-1158,Suspect 330,29,Wanted
20251030-1158,Suspect 894,27,Person of Interest
20251030-1158,Suspect 158,23,Arrested
20251030-1162,Suspect 274,25,Person of Interest
20251030-1162,Suspect 788,33,Wanted
20251030-1164,Suspect 721,47,Arrested
20251030-1169,Suspect 97,44,Person of Interest
20251030-1169,Suspect 173,39,Wanted
20251030-1184,Suspect 996,47,Wanted
20251030-1184,Suspect 594,61,Suspect
20251030-1186,Suspect 679,55,Suspect
20251030-1186,Suspect 583,45,Arrested
20251030-1186,Suspect 236,59,Arrested
20251030-1187,Suspect 182,42,Arrested
20251030-1187,Suspect 606,46,Suspect
20251030-1187,Suspect 684,57,Person of Interest
20251030-1190,Suspect 685,21,Person of Interest
20251030-1190,Suspect 497,20,Person of Interest
20251030-1191,Suspect 500,41,Wanted
20251030-1191,Suspect 909,36,Wanted
20251030-1191,Suspect 191,52,Arrested
20251030-1195,Suspect 473,46,Suspect
20251030-1195,Suspect 635,40,Wanted
20251030-1195,Suspect 178,42,Person of Interest
20251030-1196,Suspect 130,34,Wanted
20251030-1196,Suspect 329,31,Wanted
20251030-1199,Suspect 827,54,Person of Interest
20251030-1201,Suspect 55,55,Person of Interest
20251030-1201,Suspect 243,47,Wanted
20251030-1202,Suspect 329,30,Wanted
20251030-1203,Suspect 295,52,Wanted
20251030-1203,Suspect 16,49,Wanted
20251030-1204,Suspect 332,19,Wanted
20251030-1204,Suspect 972,37,Arrested
20251030-1205,Suspect 272,36,Person of Interest
20251030-1205,Suspect 411,23,Person of Interest
20251030-1205,Suspect 158,55,Arrested
20251030-1206,Suspect 226,52,Person of Interest
20251030-1206,Suspect 78,33,Person of Interest
20251030-1208,Suspect 377,30,Suspect
20251030-1208,Suspect 56,53,Arrested
20251030-1209,Suspect 207,22,Wanted
20251030-1209,Suspect 367,65,Person of Interest
20251030-1212,Suspect 729,64,Wanted
20251030-1214,Suspect 643,47,Arrested
20251030-1216,Suspect 245,53,Person of Interest
20251030-1218,Suspect 336,30,Person of Interest
20251030-1219,Suspect 52,29,Suspect
20251030-1229,Suspect 895,28,Person of Interest
20251030-1230,Suspect 581,50,Arrested
20251030-1230,Suspect 788,59,Wanted
20251030-1230,Suspect 295,36,Arrested
20251030-1233,Suspect 438,24,Arrested
20251030-1234,Suspect 213,62,Suspect
20251030-1237,Suspect 19,48,Person of Interest
20251030-1237,Suspect 829,46,Person of Interest
20251030-1238,Suspect 889,28,Suspect
20251030-1238,Suspect 238,43,Wanted
20251030-1240,Suspect 729,60,Wanted
20251030-1241,Suspect 661,55,Wanted
20251030-1245,Suspect 919,37,Person of Interest
20251030-1245,Suspect 3,32,Person of Interest
20251030-1249,Suspect 963,26,Arrested
20251030-1252,Suspect 342,57,Suspect
20251030-1252,Suspect 520,33,Suspect
20251030-1255,Suspect 842,41,Person of Interest
20251030-1255,Suspect 882,49,Suspect
20251030-1257,Suspect 35,37,Wanted
20251030-1257,Suspect 411,56,Suspect
20251030-1261,Suspect 612,21,Wanted
20251030-1261,Suspect 929,45,Wanted
20251030-1263,Suspect 303,33,Suspect
20251030-1267,Suspect 906,27,Wanted
20251030-1267,Suspect 324,50,Wanted
20251030-1267,Suspect 579,59,Arrested
20251030-1269,Suspect 585,63,Arrested
20251030-1269,Suspect 489,25,Person of Interest
20251030-1269,Suspect 552,40,Arrested
20251030-1271,Suspect 588,25,Wanted
20251030-1271,Suspect 531,57,Suspect
20251030-1271,Suspect 795,37,Arrested
20251030-1278,Suspect 793,34,Arrested
20251030-1278,Suspect 928,53,Wanted
20251030-1283,Suspect 179,58,Person of Interest
20251030-1283,Suspect 455,30,Person of Interest
20251030-1283,Suspect 378,31,Wanted
20251030-1285,Suspect 519,43,Arrested
20251030-1285,Suspect 759,55,Person of Interest
20251030-1286,Suspect 532,64,Wanted
20251030-1291,Suspect 10,39,Person of Interest
20251030-1291,Suspect 213,56,Arrested
20251030-1291,Suspect 929,28,Suspect
20251030-1293,Suspect 472,24,Wanted
20251030-1293,Suspect 190,32,Suspect
20251030-1295,Suspect 891,21,Suspect
20251030-1299,Suspect 803,59,Person of Interest
20251030-1299,Suspect 43,51,Arrested
20251030-1300,Suspect 734,60,Wanted
20251030-1302,Suspect 3,48,Suspect
20251030-1302,Suspect 854,18,Arrested
20251030-1302,Suspect 51,58,Suspect
20251030-1303,Suspect 787,45,Wanted
20251030-1303,Suspect 597,52,Suspect
20251030-1304,Suspect 52,47,Arrested
20251030-1304,Suspect 508,31,Wanted
20251030-1304,Suspect 504,40,Suspect
20251030-1306,Suspect 925,61,Suspect
20251030-1306,Suspect 198,23,Arrested
20251030-1306,Suspect 921,59,Arrested
20251030-1307,Suspect 878,40,Wanted
20251030-1307,Suspect 492,38,Wanted
20251030-1308,Suspect 212,22,Wanted
20251030-1310,Suspect 864,41,Wanted
20251030-1313,Suspect 265,19,Arrested
20251030-1314,Suspect 605,55,Person of Interest
20251030-1319,Suspect 327,25,Wanted
20251030-1322,Suspect 69,35,Arrested
20251030-1322,Suspect 492,60,Arrested
20251030-1325,Suspect 933,24,Arrested
20251030-1325,Suspect 541,61,Wanted
20251030-1327,Suspect 611,28,Person of Interest
20251030-1327,Suspect 917,52,Suspect
20251030-1327,Suspect 572,46,Wanted
20251030-1328,Suspect 542,28,Suspect
20251030-1328,Suspect 338,60,Person of Interest
20251030-1328,Suspect 799,35,Arrested
20251030-1329,Suspect 392,47,Suspect
20251030-1329,Suspect 164,28,Wanted
20251030-1330,Suspect 730,22,Suspect
20251030-1330,Suspect 721,29,Person of Interest
20251030-1330,Suspect 230,36,Person of Interest
20251030-1331,Suspect 114,34,Wanted
20251030-1333,Suspect 466,40,Wanted
20251030-1334,Suspect 210,28,Wanted
20251030-1334,Suspect 376,20,Wanted
20251030-1336,Suspect 138,43,Person of Interest
20251030-1338,Suspect 694,52,Suspect
20251030-1343,Suspect 732,33,Suspect
20251030-1346,Suspect 885,25,Suspect
20251030-1346,Suspect 810,25,Person of Interest
20251030-1347,Suspect 59,62,Wanted
20251030-1350,Suspect 99,39,Wanted
20251030-1353,Suspect 148,23,Suspect
20251030-1355,Suspect 530,42,Wanted
20251030-1356,Suspect 709,65,Arrested
20251030-1356,Suspect 507,46,Suspect
20251030-1356,Suspect 994,23,Wanted
20251030-1357,Suspect 848,36,Person of Interest
20251030-1357,Suspect 736,38,Person of Interest
20251030-1357,Suspect 697,27,Arrested
20251030-1361,Suspect 248,43,Person of Interest
20251030-1361,Suspect 980,48,Suspect
20251030-1364,Suspect 791,36,Person of Interest
20251030-1364,Suspect 609,56,Suspect
20251030-1366,Suspect 296,38,Arrested
20251030-1368,Suspect 572,26,Wanted
20251030-1368,Suspect 292,25,Person of Interest
20251030-1370,Suspect 192,57,Arrested
20251030-1372,Suspect 792,19,Suspect
20251030-1372,Suspect 795,53,Suspect
20251030-1372,Suspect 311,26,Suspect
20251030-1381,Suspect 273,58,Arrested
20251030-1381,Suspect 68,38,Wanted
20251030-1383,Suspect 175,53,Suspect
20251030-1384,Suspect 969,50,Person of Interest
20251030-1392,Suspect 817,59,Arrested
20251030-1393,Suspect 45,47,Suspect
20251030-1393,Suspect 932,31,Arrested
20251030-1393,Suspect 246,57,Wanted
20251030-1394,Suspect 150,45,Arrested
20251030-1394,Suspect 199,41,Wanted
20251030-1395,Suspect 581,64,Suspect
20251030-1395,Suspect 863,42,Suspect
20251030-1395,Suspect 21,43,Suspect
20251030-1396,Suspect 646,35,Suspect
20251030-1396,Suspect 353,65,Person of Interest
20251030-1397,Suspect 420,18,Wanted
20251030-1400,Suspect 500,26,Arrested
20251030-1400,Suspect 620,29,Suspect
20251030-1400,Suspect 89,31,Suspect
20251030-1402,Suspect 837,20,Suspect
20251030-1404,Suspect 865,38,Wanted
20251030-1404,Suspect 449,22,Wanted
20251030-1405,Suspect 88,57,Person of Interest
20251030-1406,Suspect 627,24,Arrested
20251030-1409,Suspect 16,26,Wanted
20251030-1409,Suspect 302,64,Person of Interest
20251030-1409,Suspect 382,21,Arrested
20251030-1413,Suspect 810,45,Suspect
20251030-1414,Suspect 61,50,Arrested
20251030-1414,Suspect 842,33,Arrested
20251030-1415,Suspect 305,28,Suspect
20251030-1415,Suspect 847,48,Wanted
20251030-1416,Suspect 594,54,Arrested
20251030-1417,Suspect 44,51,Arrested
20251030-1422,Suspect 538,49,Arrested
20251030-1424,Suspect 688,34,Arrested
20251030-1424,Suspect 984,33,Suspect
20251030-1433,Suspect 795,33,Suspect
20251030-1433,Suspect 51,24,Wanted
20251030-1433,Suspect 878,32,Wanted
20251030-1434,Suspect 254,27,Wanted
20251030-1434,Suspect 255,64,Arrested
20251030-1436,Suspect 696,54,Person of Interest
20251030-1437,Suspect 709,43,Arrested
20251030-1437,Suspect 665,19,Person of Interest
20251030-1437,Suspect 553,55,Wanted
20251030-1438,Suspect 35,51,Person of Interest
20251030-1439,Suspect 357,55,Suspect
20251030-1439,Suspect 631,49,Suspect
20251030-1440,Suspect 890,56,Suspect
20251030-1440,Suspect 191,64,Suspect
20251030-1443,Suspect 918,35,Suspect
20251030-1443,Suspect 297,38,Arrested
20251030-1444,Suspect 52,46,Arrested
20251030-1444,Suspect 455,33,Suspect
20251030-1446,Suspect 859,38,Arrested
20251030-1447,Suspect 370,22,Person of Interest
20251030-1448,Suspect 869,30,Person of Interest
20251030-1448,Suspect 623,63,Person of Interest
20251030-1450,Suspect 453,64,Wanted
20251030-1450,Suspect 531,45,Wanted
20251030-1450,Suspect 790,28,Arrested
20251030-1453,Suspect 565,35,Wanted
20251030-1453,Suspect 255,57,Suspect
20251030-1453,Suspect 195,19,Wanted
20251030-1454,Suspect 790,60,Arrested
20251030-1454,Suspect 245,43,Suspect
20251030-1454,Suspect 7,46,Suspect
20251030-1458,Suspect 593,61,Wanted
20251030-1462,Suspect 571,24,Wanted
20251030-1462,Suspect 857,64,Arrested
20251030-1463,Suspect 753,34,Suspect
20251030-1463,Suspect 915,46,Suspect
20251030-1463,Suspect 782,35,Suspect
20251030-1464,Suspect 227,52,Wanted
20251030-1465,Suspect 772,38,Arrested
20251030-1465,Suspect 240,18,Person of Interest
20251030-1465,Suspect 962,19,Suspect
20251030-1468,Suspect 396,56,Arrested
20251030-1468,Suspect 668,30,Wanted
20251030-1472,Suspect 210,22,Person of Interest
20251030-1476,Suspect 764,29,Person of Interest
20251030-1476,Suspect 36,46,Suspect
20251030-1476,Suspect 282,21,Arrested
20251030-1477,Suspect 196,46,Wanted
20251030-1477,Suspect 759,60,Wanted
20251030-1477,Suspect 887,32,Person of Interest
20251030-1487,Suspect 310,60,Person of Interest
20251030-1487,Suspect 649,63,Wanted
20251030-1487,Suspect 520,52,Arrested
20251030-1488,Suspect 224,25,Person of Interest
20251030-1488,Suspect 865,18,Arrested
20251030-1488,Suspect 134,44,Person of Interest
20251030-1489,Suspect 706,47,Suspect
20251030-1489,Suspect 946,41,Wanted
20251030-1493,Suspect 540,33,Arrested
20251030-1493,Suspect 539,25,Wanted
20251030-1497,Suspect 533,40,Arrested
20251030-1504,Suspect 431,47,Suspect
20251030-1504,Suspect 527,41,Person of Interest
20251030-1506,Suspect 846,65,Arrested
20251030-1506,Suspect 38,20,Wanted
20251030-1508,Suspect 358,46,Wanted
20251030-1508,Suspect 441,45,Wanted
20251030-1510,Suspect 112,60,Wanted
20251030-1510,Suspect 16,38,Person of Interest
20251030-1510,Suspect 431,31,Arrested
20251030-1518,Suspect 259,23,Person of Interest
20251030-1518,Suspect 471,23,Person of Interest
20251030-1526,Suspect 102,61,Person of Interest
20251030-1531,Suspect 347,47,Suspect
20251030-1532,Suspect 491,59,Suspect
20251030-1541,Suspect 921,25,Arrested
20251030-1542,Suspect 291,59,Wanted
20251030-1543,Suspect 230,22,Wanted
20251030-1543,Suspect 647,48,Suspect
20251030-1547,Suspect 742,36,Arrested
20251030-1547,Suspect 448,50,Suspect
20251030-1547,Suspect 871,36,Person of Interest
20251030-1548,Suspect 50,43,Arrested
20251030-1548,Suspect 29,25,Arrested
20251030-1548,Suspect 566,65,Arrested
20251030-1549,Suspect 354,64,Wanted
20251030-1551,Suspect 788,45,Arrested
20251030-1551,Suspect 344,62,Wanted
20251030-1551,Suspect 475,27,Arrested
20251030-1557,Suspect 29,34,Arrested
20251030-1561,Suspect 80,37,Person of Interest
20251030-1562,Suspect 808,26,Arrested
20251030-1562,Suspect 157,46,Arrested
20251030-1563,Suspect 240,25,Suspect
20251030-1563,Suspect 408,49,Suspect
20251030-1563,Suspect 502,40,Wanted
20251030-1566,Suspect 677,20,Suspect
20251030-1566,Suspect 895,60,Arrested
20251030-1567,Suspect 62,36,Suspect
20251030-1569,Suspect 958,38,Wanted
20251030-1569,Suspect 21,50,Suspect
20251030-1569,Suspect 483,47,Person of Interest
20251030-1580,Suspect 157,57,Suspect
20251030-1580,Suspect 864,41,Arrested
20251030-1580,Suspect 180,51,Wanted
20251030-1581,Suspect 228,20,Suspect
20251030-1586,Suspect 11,57,Suspect
20251030-1586,Suspect 645,22,Wanted
20251030-1586,Suspect 600,53,Person of Interest
20251030-1589,Suspect 644,20,Arrested
20251030-1589,Suspect 74,53,Suspect
20251030-1589,Suspect 814,34,Suspect
20251030-1590,Suspect 699,46,Arrested
20251030-1590,Suspect 143,23,Person of Interest
20251030-1590,Suspect 624,50,Arrested
20251030-1592,Suspect 730,38,Wanted
20251030-1592,Suspect 707,27,Arrested
20251030-1592,Suspect 751,44,Suspect
20251030-1594,Suspect 3,29,Person of Interest
20251030-1594,Suspect 931,18,Wanted
20251030-1594,Suspect 431,18,Arrested
20251030-1596,Suspect 915,57,Person of Interest
20251030-1596,Suspect 478,42,Wanted
20251030-1596,Suspect 494,45,Person of Interest
20251030-1599,Suspect 546,25,Person of Interest
20251030-1599,Suspect 559,25,Arrested
20251030-1599,Suspect 712,43,Arrested
20251030-1601,Suspect 521,53,Wanted
20251030-1601,Suspect 946,33,Person of Interest
20251030-1601,Suspect 317,39,Wanted
